State,Vehicle_Class,Vehicle_Category,Vehicle_Type,Month_Num,Year_Num,Predicted_EV_Sales,Month_Name
Manipur,Agricultural Tractor,Bus,4W_Personal,12,2028,5.31,December
Ladakh,Crane Mounted Vehicle,2-Wheelers,4W_Shared,8,2033,3.765,August
Andaman & Nicobar Island,Omni Bus (Private Use),4-Wheelers,3W_Shared,7,2030,5.22,July
Goa,Three Wheeler (Passenger),Others,Bus,5,2035,0.0,May
Tripura,Cash Van,Bus,Bus,1,2035,0.01,January
Karnataka,Snorked Ladders,Bus,3W_Goods_Lowspeed,6,2026,534.535,June
Assam,Luxury Cab,4-Wheelers,3W_Goods_Lowspeed,7,2034,869.075,July
Kerala,Motor Cycle/Scooter-Sidecar(T),3-Wheelers,4W_Personal,5,2035,595.57,May
Bihar,Omni Bus,4-Wheelers,Institution Bus,3,2034,6.275,March
Manipur,Modular Hydraulic Trailer,4-Wheelers,3W_Goods,8,2026,3.97,August
Arunachal Pradesh,Luxury Cab,3-Wheelers,Bus,2,2027,1.5333333333333332,February
Maharashtra,Power Tiller,Bus,4W_Shared,5,2030,68.5,May
Goa,Maxi Cab,Others,2W_Personal,4,2034,48.59833333333333,April
Uttarakhand,Fire Tenders,3-Wheelers,Institution Bus,12,2027,389.595,December
Bihar,Hearses,4-Wheelers,Others,11,2035,0.205,November
Andhra Pradesh,Trailer For Personal Use,2-Wheelers,3W_Shared,2,2025,46.766000000000005,February
Odisha,Tower Wagon,4-Wheelers,3W_Goods_Lowspeed,3,2029,65.17208333333333,March
Rajasthan,Snorked Ladders,Others,3W_Shared_Lowspeed,1,2026,302.9875119047619,January
Gujarat,Armoured/Specialised Vehicle,Others,3W_Shared_Lowspeed,1,2026,217.4115,January
Uttar Pradesh,Hearses,2-Wheelers,2W_Personal,7,2030,4446.522142857142,July
Bihar,Ambulance,Others,2W_Personal,5,2028,114.12,May
Tripura,Crane Mounted Vehicle,4-Wheelers,4W_Shared,12,2025,2.715,December
Jammu And Kashmir,Auxiliary Trailer,3-Wheelers,2W_Shared,5,2027,15.13,May
Meghalaya,Tractor (Commercial),Bus,3W_Shared,8,2031,3.66,August
Andaman & Nicobar Island,Mobile Workshop,2-Wheelers,Bus,6,2025,1.73,June
Madhya Pradesh,Private Service Vehicle (Individual Use),3-Wheelers,Bus,9,2032,164.305,September
Himachal Pradesh,Hearses,Others,Bus,12,2032,0.0,December
Tamil Nadu,Bus,3-Wheelers,3W_Shared_Lowspeed,4,2028,130.77,April
Sikkim,Three Wheeler (Personal),Others,3W_Personal,1,2035,14.1335,January
Delhi,Power Tiller,Bus,2W_Shared,10,2032,312.29,October
Meghalaya,Camper Van / Trailer,Others,2W_Shared,5,2031,7.395,May
Delhi,Earth Moving Equipment,Others,3W_Shared,1,2025,1046.105,January
Jharkhand,Motor Cycle/Scooter-With Trailer,Bus,3W_Shared,5,2027,83.47,May
Karnataka,Armoured/Specialised Vehicle,Bus,3W_Goods_Lowspeed,1,2025,400.0209761904761,January
Arunachal Pradesh,Private Service Vehicle,Bus,Bus,8,2031,0.0,August
Nagaland,Luxury Cab,4-Wheelers,3W_Goods_Lowspeed,1,2027,23.156,January
Rajasthan,Construction Equipment Vehicle,4-Wheelers,4W_Personal,5,2025,426.47,May
Puducherry,Mobile Clinic,Bus,Institution Bus,7,2033,0.0,July
Puducherry,Motor Cab,2-Wheelers,Bus,8,2029,4.695,August
Meghalaya,Trailer For Personal Use,3-Wheelers,2W_Personal,5,2032,2.58,May
Uttarakhand,Modular Hydraulic Trailer,3-Wheelers,3W_Goods,2,2029,1.71,February
Nagaland,X-Ray Van,Bus,3W_Shared,10,2028,0.425,October
Arunachal Pradesh,Fire Tenders,3-Wheelers,3W_Shared,12,2031,3.105,December
Mizoram,Bulldozer,4-Wheelers,3W_Goods,8,2030,4.565,August
Manipur,Camper Van / Trailer (Private Use),2-Wheelers,Others,10,2030,16.385,October
Puducherry,Motor Cycle/Scooter-With Trailer,3-Wheelers,Others,9,2027,7.345,September
Meghalaya,Tractor (Commercial),4-Wheelers,3W_Goods_Lowspeed,8,2027,2.935,August
Himachal Pradesh,Tow Truck,Others,3W_Shared_Lowspeed,3,2032,11.84,March
Jharkhand,Three Wheeler (Goods),Bus,3W_Shared_Lowspeed,1,2030,114.23277777777776,January
Tamil Nadu,Vehicle Fitted With Rig,3-Wheelers,2W_Shared,12,2026,83.8,December
Ladakh,Tractor-Trolley(Commercial),Others,Bus,8,2028,0.0,August
Arunachal Pradesh,Motor Car,Others,2W_Shared,3,2025,2.34,March
Assam,Educational Institution Bus,4-Wheelers,3W_Goods_Lowspeed,4,2034,1401.22,April
Rajasthan,Excavator (Nt),3-Wheelers,Institution Bus,9,2025,1137.86,September
Jammu And Kashmir,Tower Wagon,3-Wheelers,Others,1,2033,123.0975,January
Jharkhand,Camper Van / Trailer (Private Use),Bus,3W_Goods,8,2029,25.0,August
Bihar,Articulated Vehicle,Bus,3W_Shared_Lowspeed,4,2032,251.59,April
Dnh And Dd,Tractor (Commercial),3-Wheelers,Bus,5,2034,33.865,May
Gujarat,M-Cycle/Scooter-With Side Car,4-Wheelers,Bus,9,2033,0.54,September
Mizoram,Mobile Canteen,4-Wheelers,2W_Shared,4,2025,0.53,April
Andaman & Nicobar Island,Cash Van,Bus,3W_Shared_Lowspeed,1,2026,12.619166666666668,January
Mizoram,Motor Cycle/Scooter-With Trailer,4-Wheelers,Others,12,2030,6.135,December
Goa,Armoured/Specialised Vehicle,Others,Institution Bus,2,2030,0.0,February
Ladakh,Mobile Clinic,3-Wheelers,2W_Personal,1,2029,1.23,January
Andaman & Nicobar Island,Motor Cycle/Scooter-Sidecar(T),3-Wheelers,3W_Shared_Lowspeed,8,2028,4.88,August
Delhi,Library Van,3-Wheelers,4W_Shared,6,2035,1077.745,June
Tamil Nadu,Camper Van / Trailer,4-Wheelers,3W_Shared_Lowspeed,4,2025,305.18,April
Dnh And Dd,Trailer (Agricultural),Bus,Institution Bus,5,2031,0.0,May
Assam,Power Tiller,Others,3W_Personal,3,2028,38.095,March
Dnh And Dd,Articulated Vehicle,3-Wheelers,3W_Personal,10,2027,220.97,October
Tamil Nadu,Motor Caravan,Others,3W_Personal,4,2034,280.34,April
Manipur,Vehicle Fitted With Generator,2-Wheelers,3W_Goods,5,2031,4.52,May
Manipur,Armoured/Specialised Vehicle,2-Wheelers,2W_Personal,9,2028,22.165,September
West Bengal,Dumper,2-Wheelers,3W_Shared,3,2031,33.75,March
Uttarakhand,Bulldozer,Bus,2W_Personal,7,2027,98.185,July
Chandigarh,Animal Ambulance,2-Wheelers,4W_Personal,11,2029,83.375,November
Nagaland,Power Tiller,3-Wheelers,3W_Personal,2,2031,0.055,February
Goa,Earth Moving Equipment,Others,4W_Shared,1,2030,12.225,January
Ladakh,Motorised Cycle (Cc > 25Cc),Others,4W_Personal,12,2030,0.0,December
Chhattisgarh,Tower Wagon,Bus,Others,12,2030,0.0,December
Rajasthan,Fire Fighting Vehicle,Bus,Others,6,2026,0.0,June
Rajasthan,Vehicle Fitted With Compressor,3-Wheelers,4W_Personal,8,2033,315.705,August
Jammu And Kashmir,M-Cycle/Scooter-With Side Car,4-Wheelers,2W_Personal,3,2031,6.59,March
Tamil Nadu,Camper Van / Trailer (Private Use),Others,Others,9,2033,0.0,September
Uttar Pradesh,Semi-Trailer (Commercial),Others,3W_Shared_Lowspeed,3,2025,1397.4825,March
Odisha,Road Roller,Bus,3W_Shared,3,2025,84.34208333333332,March
Nagaland,Tower Wagon,Others,3W_Goods_Lowspeed,11,2031,0.52,November
Manipur,Road Roller,2-Wheelers,4W_Personal,5,2027,6.465,May
Assam,Snorked Ladders,Others,3W_Shared_Lowspeed,2,2029,353.3525,February
Puducherry,Camper Van / Trailer (Private Use),Others,Institution Bus,7,2032,0.005,July
Bihar,Recovery Vehicle,Bus,3W_Shared_Lowspeed,10,2025,534.75,October
Kerala,Tow Truck,Others,Institution Bus,8,2032,0.0,August
Puducherry,Educational Institution Bus,3-Wheelers,3W_Goods,7,2028,116.355,July
Haryana,Tree Trimming Vehicle,Others,3W_Goods,9,2034,79.975,September
Kerala,Vehicle Fitted With Rig,Bus,4W_Personal,3,2028,962.43,March
Odisha,Fire Fighting Vehicle,Bus,2W_Shared,4,2027,880.3416666666666,April
Nagaland,Motor Caravan,Others,3W_Goods,2,2035,0.295,February
Arunachal Pradesh,Motor Cab,4-Wheelers,Institution Bus,8,2031,0.155,August
Uttarakhand,Luxury Cab,3-Wheelers,3W_Goods,12,2032,1166.055,December
Dnh And Dd,Cash Van,2-Wheelers,3W_Goods,6,2027,160.745,June
Madhya Pradesh,M-Cycle/Scooter,4-Wheelers,3W_Shared,12,2029,1340.965,December
Odisha,Cash Van,4-Wheelers,3W_Shared_Lowspeed,12,2028,115.355,December
Goa,Trailer (Agricultural),Others,Institution Bus,2,2034,0.0,February
Kerala,Omni Bus,Bus,2W_Personal,5,2031,438.57,May
Jharkhand,Maxi Cab,2-Wheelers,3W_Goods,5,2026,0.0,May
Chhattisgarh,Vehicle Fitted With Rig,4-Wheelers,Bus,5,2030,4.715,May
Arunachal Pradesh,Omni Bus (Private Use),3-Wheelers,4W_Shared,11,2025,5.495,November
Rajasthan,Three Wheeler (Goods),2-Wheelers,Others,9,2027,96.985,September
Maharashtra,Library Van,4-Wheelers,3W_Goods,8,2031,4300.42,August
Himachal Pradesh,Omni Bus (Private Use),Bus,Bus,4,2033,0.0,April
Chhattisgarh,Fork Lift,Others,3W_Goods,8,2026,838.56,August
Puducherry,Excavator (Nt),Bus,2W_Personal,5,2035,81.27,May
Haryana,Ambulance,Bus,3W_Shared,6,2030,210.325,June
Andaman & Nicobar Island,Motor Car,2-Wheelers,4W_Personal,2,2027,1.6753333333333336,February
Karnataka,X-Ray Van,4-Wheelers,Bus,4,2030,128.555,April
Mizoram,Moped,2-Wheelers,Bus,10,2031,0.465,October
Delhi,Tree Trimming Vehicle,4-Wheelers,3W_Goods_Lowspeed,6,2029,335.1,June
Karnataka,Vehicle Fitted With Compressor,2-Wheelers,Bus,10,2026,168.2,October
Nagaland,Fire Tenders,4-Wheelers,3W_Shared_Lowspeed,3,2029,55.98,March
Chhattisgarh,Tow Truck,Bus,4W_Personal,6,2029,118.51,June
Manipur,Excavator (Nt),2-Wheelers,2W_Personal,6,2026,15.915,June
Ladakh,Vehicle Fitted With Compressor,2-Wheelers,3W_Goods,5,2034,23.64,May
Puducherry,Construction Equipment Vehicle,Others,4W_Personal,12,2032,19.375,December
Himachal Pradesh,Motor Cycle/Scooter-With Trailer,Others,4W_Shared,9,2031,0.72,September
Bihar,Hearses,3-Wheelers,Institution Bus,7,2028,2133.69,July
Mizoram,E-Rickshaw With Cart (G),2-Wheelers,3W_Goods,1,2033,12.165,January
Manipur,Private Service Vehicle (Individual Use),Others,2W_Personal,7,2033,3.715,July
Sikkim,Earth Moving Equipment,2-Wheelers,4W_Shared,12,2033,527.01,December
Arunachal Pradesh,Motor Cycle/Scooter-With Trailer,4-Wheelers,4W_Shared,4,2025,0.33,April
Andhra Pradesh,Omni Bus (Private Use),Others,4W_Personal,4,2031,153.95833333333334,April
Nagaland,Bus,4-Wheelers,3W_Personal,10,2031,31.31,October
Madhya Pradesh,Excavator (Nt),2-Wheelers,Institution Bus,12,2032,1337.285,December
Assam,Trailer (Commercial),2-Wheelers,3W_Goods,2,2033,16.50266666666667,February
Tripura,Harvester,3-Wheelers,Institution Bus,2,2028,65.6725,February
Jharkhand,Three Wheeler (Personal),Others,Bus,12,2035,0.0,December
Jharkhand,Breakdown Van,3-Wheelers,4W_Shared,10,2034,33.115,October
Sikkim,Quadricycle (Commercial),Others,Others,7,2027,0.0,July
Nagaland,Armoured/Specialised Vehicle,Bus,3W_Goods,8,2034,24.255,August
West Bengal,Tree Trimming Vehicle,4-Wheelers,3W_Personal,4,2033,95.38,April
Ladakh,Auxiliary Trailer,Bus,3W_Personal,4,2033,15.59,April
Chhattisgarh,Quadricycle (Private),Bus,3W_Goods_Lowspeed,4,2033,75.765,April
Gujarat,Mobile Clinic,Bus,3W_Goods_Lowspeed,11,2030,293.275,November
Maharashtra,Trailer (Agricultural),4-Wheelers,Bus,11,2029,63.175,November
Haryana,Recovery Vehicle,Others,3W_Shared_Lowspeed,5,2034,222.335,May
Maharashtra,Mobile Workshop,Others,4W_Shared,4,2035,79.13,April
Chandigarh,Excavator (Commercial),Others,3W_Shared,9,2031,174.655,September
Manipur,Fork Lift,Bus,3W_Shared_Lowspeed,3,2025,17.20125,March
Chandigarh,Ambulance,Others,3W_Goods_Lowspeed,4,2027,70.725,April
Ladakh,Tractor (Commercial),Bus,3W_Shared_Lowspeed,7,2033,177.19,July
Tripura,Bulldozer,4-Wheelers,2W_Shared,4,2030,103.305,April
Tamil Nadu,Motor Cycle/Scooter-Sidecar(T),Others,2W_Shared,10,2028,348.39,October
Nagaland,Excavator (Nt),4-Wheelers,2W_Personal,8,2028,40.02,August
Puducherry,Earth Moving Equipment,3-Wheelers,2W_Shared,1,2032,118.47,January
West Bengal,Camper Van / Trailer (Private Use),4-Wheelers,3W_Shared_Lowspeed,6,2035,110.94,June
Punjab,Tree Trimming Vehicle,4-Wheelers,3W_Shared,8,2029,78.06,August
Assam,Trailer (Commercial),Others,3W_Shared_Lowspeed,7,2030,330.065,July
Madhya Pradesh,Vehicle Fitted With Rig,Others,3W_Shared_Lowspeed,5,2025,256.875,May
Jharkhand,Animal Ambulance,3-Wheelers,4W_Personal,6,2034,42.945,June
Madhya Pradesh,Trailer (Commercial),4-Wheelers,3W_Personal,7,2029,69.585,July
Nagaland,Mobile Canteen,4-Wheelers,2W_Shared,11,2030,0.46,November
Karnataka,Trailer For Personal Use,2-Wheelers,3W_Shared_Lowspeed,11,2032,134.92,November
Bihar,Articulated Vehicle,3-Wheelers,Bus,6,2025,175.54,June
Kerala,Ambulance,Others,Others,12,2028,0.0,December
Chhattisgarh,Ambulance,4-Wheelers,3W_Personal,3,2033,114.49,March
Kerala,Omni Bus,Others,3W_Shared_Lowspeed,9,2026,526.52,September
Jammu And Kashmir,Tow Truck,3-Wheelers,3W_Goods,9,2029,7.305,September
Goa,Excavator (Commercial),4-Wheelers,2W_Shared,6,2031,211.275,June
Kerala,Modular Hydraulic Trailer,3-Wheelers,3W_Shared,10,2030,331.23,October
Punjab,Tower Wagon,Others,4W_Shared,8,2034,0.195,August
Sikkim,Moped,2-Wheelers,4W_Personal,2,2029,71.20033333333333,February
Arunachal Pradesh,Power Tiller,2-Wheelers,3W_Goods_Lowspeed,10,2035,17.485,October
Rajasthan,Luxury Cab,3-Wheelers,Institution Bus,1,2025,1140.7051666666669,January
Puducherry,Motor Car,Others,2W_Personal,4,2030,6.08,April
Goa,Tower Wagon,Others,Others,9,2028,2.2,September
Haryana,Bus,4-Wheelers,3W_Personal,11,2030,182.11,November
Chhattisgarh,Semi-Trailer (Commercial),2-Wheelers,2W_Shared,7,2030,31.25,July
Dnh And Dd,Motor Cycle/Scooter-With Trailer,2-Wheelers,4W_Shared,5,2025,38.065,May
Mizoram,Snorked Ladders,Others,Bus,9,2033,0.0,September
Tamil Nadu,Three Wheeler (Passenger),3-Wheelers,Institution Bus,11,2035,43.755,November
Delhi,Motor Caravan,4-Wheelers,Institution Bus,5,2029,283.995,May
Bihar,E-Rickshaw With Cart (G),4-Wheelers,Institution Bus,3,2027,0.18,March
Chhattisgarh,Armoured/Specialised Vehicle,Bus,3W_Goods,1,2030,109.56833333333334,January
West Bengal,Dumper,Bus,Bus,6,2027,0.765,June
Bihar,Fire Tenders,3-Wheelers,4W_Personal,1,2032,2705.711,January
Punjab,Breakdown Van,2-Wheelers,Bus,2,2025,69.225,February
Jharkhand,Modular Hydraulic Trailer,3-Wheelers,3W_Goods_Lowspeed,4,2033,6.51,April
Meghalaya,Vehicle Fitted With Rig,2-Wheelers,Bus,8,2031,2.65,August
Gujarat,Construction Equipment Vehicle (Commercial),Others,Others,10,2032,0.0,October
Rajasthan,Hearses,Others,2W_Shared,9,2031,1995.865,September
Andaman & Nicobar Island,Maxi Cab,4-Wheelers,3W_Shared_Lowspeed,6,2034,1.615,June
Nagaland,Power Tiller (Commercial),Others,Others,3,2027,0.36,March
Chandigarh,Vehicle Fitted With Compressor,4-Wheelers,3W_Shared,8,2034,62.535,August
Nagaland,Snorked Ladders,3-Wheelers,Institution Bus,11,2034,4.95,November
Kerala,Trailer (Agricultural),4-Wheelers,3W_Goods_Lowspeed,4,2025,362.8,April
Rajasthan,Snorked Ladders,4-Wheelers,3W_Personal,4,2025,237.48,April
Tripura,Motor Caravan,Bus,Bus,6,2035,6.63,June
Haryana,E-Rickshaw(P),2-Wheelers,4W_Shared,6,2030,608.15,June
Gujarat,Vehicle Fitted With Compressor,Bus,3W_Shared_Lowspeed,3,2029,241.4,March
Ladakh,Private Service Vehicle (Individual Use),Bus,Institution Bus,5,2032,0.145,May
Tripura,Construction Equipment Vehicle,3-Wheelers,3W_Goods_Lowspeed,4,2028,135.53,April
Uttarakhand,Motor Cycle/Scooter-Used For Hire,Others,3W_Shared_Lowspeed,11,2033,159.665,November
West Bengal,Power Tiller,Others,4W_Personal,6,2034,193.95,June
Bihar,M-Cycle/Scooter-With Side Car,Others,2W_Personal,4,2034,25.545,April
Haryana,Excavator (Nt),2-Wheelers,3W_Personal,8,2028,1097.015,August
Bihar,Mobile Clinic,3-Wheelers,2W_Shared,4,2026,2.84,April
Bihar,Bus,3-Wheelers,3W_Goods_Lowspeed,6,2028,96.525,June
Tripura,Dumper,Others,Others,3,2034,0.0,March
Rajasthan,Articulated Vehicle,Bus,4W_Personal,6,2031,424.07,June
Gujarat,Agricultural Tractor,2-Wheelers,Others,6,2034,17.85,June
Chhattisgarh,Mobile Clinic,2-Wheelers,4W_Personal,1,2026,93.17791666666666,January
Chhattisgarh,Power Tiller (Commercial),Bus,4W_Personal,1,2033,87.85,January
Meghalaya,Trailer (Agricultural),Others,2W_Shared,10,2034,2.205,October
Madhya Pradesh,Harvester,2-Wheelers,Bus,2,2029,1415.2016666666666,February
Chandigarh,Semi-Trailer (Commercial),Others,Institution Bus,11,2035,0.005,November
Karnataka,Mobile Canteen,Others,3W_Shared_Lowspeed,5,2035,423.06,May
Maharashtra,Vehicle Fitted With Compressor,Bus,3W_Goods,11,2033,587.595,November
Kerala,Modular Hydraulic Trailer,Others,3W_Shared,6,2034,597.09,June
Manipur,Omni Bus (Private Use),Others,3W_Goods,11,2026,4.765,November
Haryana,Fire Fighting Vehicle,2-Wheelers,Others,9,2029,550.765,September
Nagaland,Motor Cycle/Scooter-Used For Hire,Others,2W_Shared,4,2025,0.41,April
Manipur,Tow Truck,2-Wheelers,4W_Shared,12,2032,11.4,December
Jharkhand,Vehicle Fitted With Rig,Bus,3W_Shared_Lowspeed,3,2026,101.765,March
Puducherry,Construction Equipment Vehicle (Commercial),4-Wheelers,Bus,6,2033,2.09,June
Punjab,Mobile Canteen,Bus,Others,3,2033,0.0,March
Dnh And Dd,E-Rickshaw(P),4-Wheelers,3W_Shared,2,2032,743.85375,February
Uttarakhand,Motor Cycle/Scooter-Sidecar(T),Bus,3W_Shared,3,2032,149.24866666666668,March
Andhra Pradesh,Three Wheeler (Personal),2-Wheelers,4W_Shared,6,2031,17.145,June
Madhya Pradesh,Dumper,Bus,3W_Goods_Lowspeed,4,2034,132.59,April
Arunachal Pradesh,Animal Ambulance,Others,3W_Shared,3,2029,35.89,March
Meghalaya,Camper Van / Trailer (Private Use),4-Wheelers,3W_Goods,8,2035,7.05,August
West Bengal,Trailer (Agricultural),2-Wheelers,Bus,5,2031,100.905,May
Madhya Pradesh,Luxury Cab,2-Wheelers,3W_Shared,9,2025,2834.71,September
Tamil Nadu,Excavator (Nt),4-Wheelers,3W_Personal,1,2027,243.05833333333337,January
Meghalaya,Moped,2-Wheelers,2W_Shared,9,2029,0.4,September
Arunachal Pradesh,Construction Equipment Vehicle,4-Wheelers,3W_Personal,6,2028,5.87,June
Punjab,Excavator (Nt),Others,3W_Goods_Lowspeed,10,2035,669.56,October
Arunachal Pradesh,Vehicle Fitted With Compressor,4-Wheelers,4W_Shared,1,2026,0.17,January
Himachal Pradesh,Mobile Canteen,Others,4W_Personal,6,2029,18.475,June
West Bengal,Motor Cycle/Scooter-Sidecar(T),2-Wheelers,3W_Goods,4,2032,4.825,April
Andhra Pradesh,E-Rickshaw With Cart (G),Bus,3W_Goods,6,2025,79.735,June
Chandigarh,Mobile Clinic,2-Wheelers,Others,10,2032,15.695,October
Tripura,Auxiliary Trailer,4-Wheelers,4W_Personal,9,2034,13.855,September
Puducherry,Motor Cycle/Scooter-Used For Hire,3-Wheelers,3W_Goods,6,2028,1.925,June
Jharkhand,Tree Trimming Vehicle,Bus,4W_Personal,2,2031,27.62416666666667,February
Mizoram,Fire Fighting Vehicle,2-Wheelers,3W_Personal,7,2030,16.175,July
Jharkhand,Trailer For Personal Use,3-Wheelers,Bus,3,2030,83.399,March
Delhi,Omni Bus (Private Use),3-Wheelers,3W_Personal,12,2025,301.805,December
Karnataka,Private Service Vehicle,4-Wheelers,3W_Goods,12,2025,547.8,December
Chandigarh,Quadricycle (Private),Bus,4W_Personal,9,2035,83.14,September
Punjab,Educational Institution Bus,Others,3W_Shared,2,2031,521.81125,February
Goa,Fire Tenders,4-Wheelers,3W_Goods_Lowspeed,6,2025,194.765,June
Bihar,Motor Car,2-Wheelers,2W_Personal,12,2034,0.82,December
Meghalaya,Excavator (Nt),Others,3W_Goods_Lowspeed,3,2028,13.61,March
Madhya Pradesh,Motor Car,2-Wheelers,3W_Goods_Lowspeed,5,2032,15.445,May
Uttar Pradesh,Agricultural Tractor,4-Wheelers,3W_Goods_Lowspeed,6,2035,871.58,June
Madhya Pradesh,Vehicle Fitted With Generator,3-Wheelers,4W_Shared,10,2026,145.785,October
Maharashtra,Motor Cycle/Scooter-Used For Hire,Bus,2W_Personal,2,2033,507.0573333333333,February
Karnataka,Power Tiller,Bus,Bus,7,2028,0.0,July
Jharkhand,Motor Cycle/Scooter-With Trailer,Bus,3W_Personal,6,2032,31.79,June
Sikkim,Tractor (Commercial),Others,Others,8,2032,0.0,August
Arunachal Pradesh,Motor Cycle/Scooter-Used For Hire,4-Wheelers,Bus,7,2031,0.005,July
Puducherry,Adapted Vehicle,Bus,3W_Goods,1,2027,10.495,January
Chhattisgarh,Bus,3-Wheelers,3W_Goods_Lowspeed,1,2030,126.795,January
Assam,Vehicle Fitted With Rig,Bus,3W_Goods_Lowspeed,4,2026,20.61,April
Chhattisgarh,Tow Truck,Others,3W_Goods,9,2029,64.3,September
Chandigarh,Trailer For Personal Use,4-Wheelers,3W_Shared_Lowspeed,4,2028,64.54,April
Odisha,Trailer For Personal Use,4-Wheelers,4W_Shared,11,2031,5.11,November
Madhya Pradesh,Educational Institution Bus,4-Wheelers,4W_Personal,11,2032,143.255,November
Karnataka,Luxury Cab,4-Wheelers,3W_Shared,3,2033,1916.200833333333,March
Andaman & Nicobar Island,Camper Van / Trailer,2-Wheelers,3W_Personal,6,2033,8.4,June
Himachal Pradesh,Tow Truck,Bus,2W_Shared,5,2031,10.195,May
Nagaland,Mobile Canteen,Others,3W_Shared,8,2034,0.36,August
Dnh And Dd,Tractor-Trolley(Commercial),3-Wheelers,Institution Bus,4,2028,33.685,April
Delhi,Motor Cycle/Scooter-Used For Hire,4-Wheelers,Institution Bus,8,2026,214.27,August
Delhi,Maxi Cab,4-Wheelers,2W_Shared,1,2032,233.405,January
Haryana,Omni Bus,3-Wheelers,2W_Personal,5,2030,156.31,May
Madhya Pradesh,Moped,3-Wheelers,Bus,1,2033,151.91466666666665,January
Madhya Pradesh,Mobile Canteen,2-Wheelers,3W_Shared,3,2034,81.735,March
Puducherry,Mobile Workshop,Others,2W_Personal,7,2030,5.645,July
Madhya Pradesh,Tow Truck,Bus,3W_Shared_Lowspeed,8,2035,254.385,August
Jammu And Kashmir,M-Cycle/Scooter,Others,2W_Shared,3,2030,89.9625,March
Tamil Nadu,Harvester,Others,Others,8,2031,0.0,August
Mizoram,Power Tiller,Bus,Others,12,2030,0.65,December
Goa,Excavator (Nt),3-Wheelers,3W_Shared_Lowspeed,5,2031,90.995,May
Uttarakhand,Fire Fighting Vehicle,Others,2W_Shared,4,2032,367.185,April
Manipur,Omni Bus,Others,Others,3,2030,7.415,March
Gujarat,Excavator (Nt),2-Wheelers,Others,12,2028,595.535,December
Andaman & Nicobar Island,Omni Bus (Private Use),Bus,Institution Bus,3,2029,1.406666666666667,March
Tamil Nadu,M-Cycle/Scooter-With Side Car,4-Wheelers,Bus,6,2031,13.565,June
Gujarat,M-Cycle/Scooter-With Side Car,Others,4W_Personal,5,2027,643.91,May
Arunachal Pradesh,Mobile Clinic,Others,3W_Personal,9,2031,2.075,September
Mizoram,M-Cycle/Scooter,2-Wheelers,Others,9,2035,9.015,September
Uttar Pradesh,Motor Cycle/Scooter-Used For Hire,2-Wheelers,3W_Goods_Lowspeed,4,2035,11.3,April
Tamil Nadu,Fire Tenders,2-Wheelers,3W_Goods_Lowspeed,9,2028,3780.87,September
Punjab,Three Wheeler (Goods),Others,2W_Shared,7,2031,54.415,July
Madhya Pradesh,Snorked Ladders,2-Wheelers,Institution Bus,5,2034,166.745,May
Madhya Pradesh,Tractor (Commercial),Bus,4W_Shared,8,2026,5.205,August
Sikkim,Vehicle Fitted With Generator,Bus,Others,6,2035,0.0,June
Uttar Pradesh,Mobile Clinic,4-Wheelers,Institution Bus,4,2026,3.31,April
Tripura,E-Rickshaw(P),2-Wheelers,4W_Personal,6,2029,87.44,June
Delhi,Breakdown Van,3-Wheelers,3W_Goods_Lowspeed,2,2028,172.8375,February
